F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,C
0,2,15,15,5,0,0,0,0,5,16,16,11,0,0,0,0,9,15,16,12,0,0,0,0,0,4,16,6,0,0,0,0,0,8,16,2,0,0,0,0,1,14,13,0,0,0,0,0,4,16,14,14,16,5,0,0,2,14,16,13,9,1,0,2
0,0,4,15,14,10,1,0,0,0,7,9,0,9,8,0,0,0,11,9,2,13,7,0,0,0,4,15,14,4,0,0,0,0,6,15,15,1,0,0,0,4,14,1,13,7,0,0,0,7,13,1,5,13,0,0,0,0,7,14,16,16,1,0,8
0,0,7,12,9,0,0,0,0,0,12,16,16,1,0,0,0,0,11,16,16,0,0,0,0,0,12,16,16,0,0,0,0,0,13,16,16,0,0,0,0,0,13,16,16,0,0,0,0,1,14,16,16,1,0,0,0,0,4,12,12,9,0,0,1
0,0,2,13,10,3,0,0,0,0,10,15,12,13,1,0,0,0,16,4,0,6,4,0,0,2,16,3,0,1,7,0,0,5,13,5,0,2,8,0,0,4,12,0,0,3,8,0,0,0,13,5,6,13,5,0,0,0,5,14,13,8,1,0,0
0,0,1,15,11,1,0,0,0,0,2,16,16,7,0,0,0,0,6,16,16,5,0,0,0,0,8,16,16,4,0,0,0,0,9,16,13,0,0,0,0,0,11,16,13,0,0,0,0,0,11,16,11,0,0,0,0,0,1,14,16,3,0,0,1
0,0,8,16,15,8,0,0,0,1,16,16,16,2,0,0,0,2,16,16,10,0,0,0,0,2,16,16,12,0,0,0,0,6,16,16,13,0,0,0,0,1,16,16,11,0,0,0,0,0,16,16,10,0,0,0,0,0,7,15,15,0,0,0,1
0,3,15,16,13,1,0,0,0,10,13,9,16,4,0,0,0,1,1,0,16,6,0,0,0,0,0,10,15,1,0,0,0,0,10,16,3,0,0,0,0,3,16,7,0,0,0,0,0,5,16,13,12,7,2,0,0,2,13,13,13,16,15,0,2
0,0,1,9,14,11,1,0,0,0,10,15,9,13,5,0,0,3,16,7,0,0,0,0,0,5,16,16,16,10,0,0,0,7,16,11,10,16,5,0,0,2,16,5,0,12,8,0,0,0,10,15,13,16,5,0,0,0,0,9,12,7,0,0,6
0,0,10,15,6,0,0,0,0,2,16,14,16,7,0,0,0,4,16,8,5,16,1,0,0,5,12,0,0,12,8,0,0,8,9,0,0,12,8,0,0,5,12,0,1,15,3,0,0,4,13,4,12,13,0,0,0,0,9,16,13,4,0,0,0
0,0,3,9,14,7,0,0,0,3,15,11,8,15,2,0,0,4,16,5,2,16,7,0,0,0,4,15,13,16,7,0,0,0,0,6,16,16,1,0,0,0,2,15,8,16,7,0,0,0,4,16,4,15,7,0,0,0,0,10,15,10,0,0,8
0,0,4,15,12,2,0,0,0,2,15,7,11,10,0,0,0,4,16,0,0,15,1,0,0,6,10,0,0,10,8,0,0,8,8,0,0,6,8,0,0,5,12,0,0,11,8,0,0,2,16,7,8,16,2,0,0,0,6,15,16,8,0,0,0
0,0,9,13,14,15,13,0,0,0,16,13,12,12,5,0,0,4,16,0,0,0,0,0,0,8,16,16,11,1,0,0,0,1,7,8,16,12,0,0,0,0,0,0,9,13,0,0,0,0,12,8,12,10,0,0,0,0,10,16,13,3,0,0,5
0,0,4,10,13,3,0,0,0,4,16,13,16,8,0,0,0,5,15,0,14,11,0,0,0,3,15,15,16,16,1,0,0,0,5,9,8,14,8,0,0,0,0,0,0,12,8,0,0,0,9,15,10,14,7,0,0,0,4,12,14,11,2,0,9
0,0,2,13,11,0,0,0,0,0,11,14,11,9,0,0,0,0,15,7,6,12,0,0,0,0,8,5,9,12,0,0,0,0,0,1,14,7,0,0,0,0,0,7,16,0,0,0,0,0,1,12,12,4,4,1,0,0,1,15,16,16,16,7,2
0,0,3,10,15,6,0,0,0,4,16,9,4,16,2,0,0,8,14,0,9,10,0,0,0,1,4,7,16,2,0,0,0,0,0,2,15,7,0,0,0,0,0,0,1,14,1,0,0,0,12,8,1,11,7,0,0,0,6,8,16,15,5,0,3
0,0,1,10,15,10,0,0,0,1,13,11,8,12,0,0,0,2,9,0,13,6,0,0,0,0,0,0,16,1,0,0,0,0,0,0,14,10,1,0,0,0,0,0,1,9,10,0,0,0,13,7,0,2,16,0,0,0,2,11,15,16,12,0,3
0,0,5,13,2,0,0,0,0,0,4,16,7,0,0,0,0,0,4,16,4,0,0,0,0,0,4,16,6,0,0,0,0,0,9,16,10,0,0,0,0,0,2,11,15,1,0,0,0,0,10,13,16,15,16,9,0,0,3,12,16,16,11,2,1
0,0,0,11,16,10,0,0,0,0,9,16,10,7,0,0,0,3,16,8,0,0,0,0,0,9,16,13,4,0,0,0,0,10,16,8,16,7,0,0,0,4,16,3,7,16,2,0,0,0,13,13,8,16,5,0,0,0,1,11,16,16,1,0,6
0,0,5,9,13,16,6,0,0,0,12,12,7,16,5,0,0,0,0,0,6,16,3,0,0,0,3,12,15,16,14,0,0,0,7,16,15,5,1,0,0,0,0,10,10,0,0,0,0,0,2,15,5,0,0,0,0,0,6,14,0,0,0,0,7
0,0,3,15,2,0,0,0,0,0,12,12,1,7,0,0,0,2,16,4,9,13,0,0,0,8,11,6,16,1,2,0,0,12,10,12,14,12,11,0,0,11,16,16,14,7,1,0,0,1,7,16,0,0,0,0,0,0,5,16,1,0,0,0,4
0,0,3,13,14,4,0,0,0,0,13,12,14,16,0,0,0,1,16,3,14,16,4,0,0,1,14,9,16,16,6,0,0,0,2,8,4,11,9,0,0,0,2,2,0,12,10,0,0,0,14,14,4,11,9,0,0,0,4,8,11,16,9,0,9
0,0,3,12,16,14,0,0,0,3,15,16,15,14,0,0,0,3,12,1,15,8,0,0,0,0,0,9,16,8,0,0,0,0,0,10,16,16,8,0,0,0,0,2,5,13,8,0,0,0,2,11,11,15,5,0,0,0,3,16,16,9,0,0,3
0,0,2,15,15,16,11,0,0,0,8,16,11,3,0,0,0,0,13,9,0,0,0,0,0,5,16,3,9,11,3,0,0,10,15,15,16,16,11,0,0,6,16,10,7,16,5,0,0,0,3,4,15,8,0,0,0,0,4,15,7,0,0,0,5
0,0,4,12,16,6,0,0,0,4,16,10,5,16,4,0,0,8,13,0,5,15,5,0,0,6,12,7,15,3,0,0,0,0,12,16,12,1,0,0,0,0,11,10,9,11,0,0,0,0,12,6,0,13,3,0,0,0,6,13,13,8,0,0,8
0,0,0,12,8,0,0,0,0,0,6,16,3,12,4,0,0,1,16,5,8,14,0,0,0,9,15,0,13,10,2,0,0,10,15,12,16,16,9,0,0,6,16,16,15,9,1,0,0,0,0,14,5,0,0,0,0,0,0,15,0,0,0,0,4
0,0,0,5,11,0,6,0,0,0,3,15,7,6,16,1,0,0,13,9,1,13,7,0,0,6,15,2,6,15,0,0,0,14,10,0,14,12,3,0,0,14,16,16,16,14,3,0,0,5,11,14,13,2,0,0,0,0,0,7,9,0,0,0,4
0,0,4,15,7,0,0,0,0,1,13,12,16,2,2,0,0,7,11,0,11,12,1,0,0,4,8,6,13,3,0,0,0,3,16,15,1,0,0,0,0,2,16,14,6,0,0,0,0,3,16,10,14,3,0,0,0,0,2,9,12,3,0,0,8
0,0,3,13,15,5,0,0,0,1,15,13,10,15,0,0,0,2,16,3,2,9,0,0,0,0,12,13,14,7,0,0,0,0,10,16,9,0,0,0,0,1,16,4,9,11,1,0,0,0,15,3,0,8,8,0,0,0,3,12,15,12,7,0,8
0,1,13,16,12,1,0,0,0,1,9,5,16,1,0,0,0,0,0,9,5,0,0,0,0,0,9,10,0,0,0,0,0,0,8,15,16,11,1,0,0,0,0,0,2,12,7,0,0,0,2,4,6,15,3,0,0,0,14,16,11,5,0,0,3
0,0,5,11,13,3,0,0,0,0,16,13,15,9,0,0,0,4,16,0,13,13,0,0,0,1,11,16,15,15,3,0,0,0,0,0,0,12,7,0,0,0,0,0,0,6,12,0,0,0,6,4,2,9,11,0,0,0,6,13,16,16,6,0,9
0,0,1,5,12,13,0,0,0,0,11,13,15,16,1,0,0,2,14,0,10,12,4,0,0,5,13,12,3,12,0,0,0,0,5,6,0,12,4,0,0,0,0,0,0,15,2,0,0,0,4,5,0,16,3,0,0,0,0,4,14,13,0,0,9
0,0,6,16,15,2,0,0,0,0,7,13,16,4,0,0,0,0,0,1,16,3,0,0,0,0,1,10,16,6,1,0,0,0,9,16,16,16,8,0,0,0,1,16,8,4,0,0,0,0,5,13,0,0,0,0,0,0,11,7,0,0,0,0,7
0,0,1,10,10,0,0,0,0,1,13,10,1,0,0,0,0,4,14,0,0,0,0,0,0,6,12,0,0,0,0,0,0,8,11,5,10,11,1,0,0,5,16,13,6,10,8,0,0,0,10,9,0,7,11,0,0,0,1,12,16,14,2,0,6
0,0,5,15,14,3,0,0,0,2,14,7,4,13,0,0,0,2,15,5,5,16,1,0,0,0,7,15,16,16,3,0,0,0,0,1,3,7,10,0,0,0,0,0,0,2,14,0,0,0,8,9,4,2,16,1,0,0,4,11,13,16,11,0,9
0,0,8,16,11,1,0,0,0,0,14,2,5,9,0,0,0,0,14,1,5,12,0,0,0,0,6,16,16,14,1,0,0,0,0,3,7,10,7,0,0,0,0,0,0,4,12,0,0,0,6,1,0,2,14,0,0,0,9,16,16,16,12,0,9
0,0,10,13,1,0,0,0,0,0,7,16,5,0,0,0,0,0,6,16,6,0,0,0,0,0,6,16,13,0,0,0,0,0,0,6,16,2,0,0,0,0,0,3,16,8,0,0,0,0,7,11,16,14,9,4,0,0,6,15,13,14,16,15,1
0,0,1,14,2,0,0,0,0,0,0,16,5,0,0,0,0,0,0,14,10,0,0,0,0,0,0,11,16,1,0,0,0,0,0,3,14,6,0,0,0,0,0,0,8,12,0,0,0,0,10,14,13,16,8,3,0,0,2,11,12,15,16,15,1
0,0,9,13,16,5,0,0,0,3,16,8,4,13,0,0,0,6,10,1,0,9,2,0,0,5,4,0,0,4,8,0,0,8,4,0,0,4,8,0,0,6,6,0,0,4,9,0,0,0,13,2,0,7,8,0,0,0,8,12,13,15,2,0,0
0,0,2,14,9,1,0,0,0,1,12,12,11,8,0,0,0,4,14,1,0,13,3,0,0,8,13,0,0,10,6,0,0,5,16,1,0,8,9,0,0,0,16,0,0,11,9,0,0,0,13,11,10,15,4,0,0,0,3,15,16,5,0,0,0
0,0,0,12,6,0,0,0,0,0,8,15,13,4,0,0,0,5,16,6,3,12,0,0,0,7,14,1,0,11,5,0,0,3,14,0,0,7,10,0,0,1,14,2,0,9,9,0,0,0,9,11,6,15,5,0,0,0,0,10,16,11,0,0,0
0,0,11,16,16,10,0,0,1,14,16,9,11,16,1,0,1,14,3,0,12,14,0,0,0,0,0,6,16,7,0,0,0,0,0,0,8,16,5,0,0,0,0,0,0,12,10,0,0,0,2,4,5,14,13,0,0,0,11,16,16,16,4,0,3
0,0,1,14,11,0,0,0,0,0,9,15,2,0,4,0,0,2,16,6,0,7,16,2,0,8,16,6,6,16,12,0,0,5,16,16,16,15,3,0,0,0,1,4,16,8,0,0,0,0,0,9,16,1,0,0,0,0,0,15,16,0,0,0,4
0,1,12,16,16,16,4,0,0,4,16,10,4,1,1,0,0,6,13,0,0,0,0,0,0,6,16,12,5,0,0,0,0,7,11,11,15,0,0,0,0,0,0,4,16,2,0,0,0,0,2,13,10,0,0,0,0,2,16,11,0,0,0,0,5
0,0,0,11,8,0,0,0,0,0,8,15,2,0,2,1,0,2,16,5,0,4,16,3,0,5,16,8,11,16,9,0,0,4,15,14,13,16,2,0,0,0,0,0,10,10,0,0,0,0,0,3,16,3,0,0,0,0,0,9,11,0,0,0,4
0,0,15,12,3,0,0,0,0,0,15,9,14,1,0,0,0,0,12,10,15,1,0,0,0,0,5,16,4,10,7,0,0,0,0,11,14,11,0,0,0,0,1,12,13,11,0,0,0,0,12,6,0,9,4,0,0,0,15,4,5,13,6,0,8
0,0,0,14,13,1,0,0,0,0,4,16,11,0,0,0,0,0,12,16,1,0,0,0,0,1,15,16,14,1,0,0,0,4,16,12,8,12,7,0,0,2,15,8,0,8,16,2,0,0,10,14,9,15,15,1,0,0,1,14,16,14,2,0,6
0,0,9,16,16,7,0,0,0,2,16,11,4,15,2,0,0,4,16,2,2,16,6,0,0,0,13,11,13,16,10,0,0,0,1,10,13,16,6,0,0,0,0,0,3,16,7,0,0,0,0,2,13,14,1,0,0,0,11,15,15,6,0,0,9
0,0,4,12,13,2,0,0,0,0,5,16,16,5,0,0,0,0,5,16,16,6,0,0,0,0,9,16,15,0,0,0,0,0,10,16,14,0,0,0,0,0,12,16,12,0,0,0,0,0,5,16,11,0,0,0,0,0,6,16,13,0,0,0,1
0,0,4,15,13,3,0,0,0,4,13,14,10,13,0,0,0,8,16,8,8,13,0,0,0,0,15,12,15,11,0,0,0,0,6,16,13,1,0,0,0,0,11,15,15,2,0,0,0,0,12,8,15,8,0,0,0,0,5,15,16,5,0,0,8
0,0,6,16,8,0,0,0,0,0,8,13,16,3,0,0,0,0,2,12,10,8,0,0,0,0,0,0,7,11,0,0,0,0,0,0,9,10,0,0,0,0,0,0,13,7,0,0,0,0,1,10,16,10,8,3,0,0,4,16,16,15,16,16,2
0,0,0,12,13,0,0,0,0,0,2,16,12,0,0,0,0,0,4,16,6,0,0,0,0,0,10,16,8,0,0,0,0,0,8,16,16,15,5,0,0,0,8,16,0,6,15,1,0,0,7,16,4,10,16,3,0,0,1,11,16,16,12,0,6
0,0,7,16,16,14,0,0,0,0,16,12,10,15,1,0,0,0,10,4,16,10,0,0,0,0,0,9,16,11,1,0,0,0,0,0,7,16,8,0,0,0,0,0,0,16,7,0,0,0,8,4,10,15,2,0,0,0,12,16,16,6,0,0,3
0,1,13,16,9,0,0,0,0,8,15,8,15,5,0,0,0,11,9,0,12,8,0,0,0,0,0,0,11,8,0,0,0,0,0,2,16,3,0,0,0,0,0,6,15,1,0,0,0,0,7,16,16,16,10,1,0,1,16,14,10,8,11,1,2
0,0,2,16,12,0,0,0,0,0,5,16,16,1,0,0,0,0,2,16,15,0,0,0,0,0,6,16,14,0,0,0,0,0,8,16,9,0,0,0,0,0,7,16,14,0,0,0,0,0,8,16,11,0,0,0,0,0,2,15,13,0,0,0,1
0,0,0,2,14,5,0,0,0,0,1,11,11,0,0,0,0,0,7,14,1,0,0,0,0,5,16,3,4,6,2,0,0,14,16,14,16,16,10,0,0,9,12,7,8,16,4,0,0,0,0,0,13,12,0,0,0,0,0,3,15,6,0,0,4
0,1,15,15,3,0,0,0,0,8,15,12,14,0,0,0,0,8,8,6,16,0,0,0,0,0,0,8,15,0,0,0,0,0,0,12,12,0,0,0,0,0,1,16,10,10,5,0,0,1,13,16,16,16,11,0,0,3,16,12,8,5,1,0,2
0,0,2,13,16,9,0,0,0,0,12,12,7,16,3,0,0,1,14,3,0,16,4,0,0,0,0,4,10,16,6,0,0,0,0,13,16,16,9,0,0,0,0,5,13,1,0,0,0,0,0,11,9,0,0,0,0,0,1,16,4,0,0,0,7
0,0,0,7,13,0,0,0,0,0,0,14,6,0,0,0,0,0,10,10,2,6,0,0,0,3,16,3,9,13,2,0,0,11,12,6,14,16,10,0,0,11,16,16,16,10,3,0,0,2,8,10,16,1,0,0,0,0,0,9,13,0,0,0,4
0,0,0,13,3,0,0,0,0,0,6,15,0,0,0,0,0,0,12,7,0,0,0,0,0,0,16,10,7,1,0,0,0,6,16,12,13,16,6,0,0,0,16,4,0,6,12,0,0,0,12,10,2,11,9,0,0,0,1,13,16,15,3,0,6
0,0,5,16,14,1,0,0,0,0,14,14,14,9,0,0,0,1,15,6,1,12,1,0,0,3,16,1,0,10,4,0,0,5,16,5,0,11,2,0,0,2,16,2,3,16,0,0,0,0,11,13,14,12,0,0,0,0,3,15,15,5,0,0,0
0,0,10,16,15,7,0,0,0,6,16,6,10,16,2,0,0,8,6,5,15,12,0,0,0,0,0,13,16,2,0,0,0,0,0,5,16,4,0,0,0,0,0,0,10,16,0,0,0,0,0,1,11,16,1,0,0,0,11,16,16,8,1,0,3
0,0,10,16,16,14,0,0,0,4,16,14,10,8,0,0,0,13,16,8,1,0,0,0,0,12,16,16,13,2,0,0,0,3,8,9,16,5,0,0,0,0,0,3,16,6,0,0,0,0,5,12,15,2,0,0,0,0,12,15,5,0,0,0,5
0,0,0,9,16,10,0,0,0,0,1,15,5,16,3,0,0,0,13,4,0,15,5,0,0,0,15,11,14,16,2,0,0,8,16,16,13,5,0,0,0,3,15,15,1,0,0,0,0,0,9,16,10,0,0,0,0,0,0,10,15,0,0,0,8
0,2,13,16,12,0,0,0,0,9,15,10,16,3,0,0,0,5,7,5,16,3,0,0,0,0,0,10,14,0,0,0,0,0,5,16,7,0,0,0,0,0,14,16,1,3,7,1,0,3,16,12,10,16,11,1,0,0,13,16,13,7,1,0,2
0,0,0,11,9,0,0,0,0,0,0,11,14,0,0,0,0,0,0,11,13,0,0,0,0,0,0,15,13,0,0,0,0,0,0,13,13,0,0,0,0,0,0,13,9,0,0,0,0,0,0,10,10,0,0,0,0,0,0,9,11,0,0,0,1
0,0,0,13,8,0,0,0,0,0,2,15,1,0,0,0,0,0,11,10,0,8,2,0,0,4,16,5,11,16,8,0,0,7,16,16,16,16,3,0,0,2,13,9,16,12,0,0,0,0,0,7,16,6,0,0,0,0,0,13,15,1,0,0,4
0,0,7,14,11,0,0,0,0,1,16,13,2,2,1,0,0,3,16,9,4,13,4,0,0,0,7,16,16,14,0,0,0,0,11,16,16,9,0,0,0,0,16,9,10,15,0,0,0,1,16,2,5,16,4,0,0,0,7,15,16,16,3,0,8
0,0,8,14,16,16,15,1,0,0,6,6,5,12,12,1,0,0,0,2,11,12,3,0,0,0,5,14,9,0,0,0,0,0,9,16,9,0,0,0,0,0,1,11,16,7,0,0,0,0,2,7,16,7,0,0,0,0,9,13,5,0,0,0,3
0,0,6,11,16,13,5,0,0,2,16,16,16,16,12,0,0,0,0,0,5,16,4,0,0,0,0,10,15,5,0,0,0,0,9,16,3,0,0,0,0,0,13,16,13,1,0,0,0,0,0,5,16,14,0,0,0,0,5,14,11,6,0,0,3
0,0,8,16,11,0,0,0,0,2,15,8,16,7,0,0,0,3,13,1,14,13,0,0,0,0,10,16,16,16,3,0,0,0,0,2,5,15,4,0,0,0,0,0,0,12,6,0,0,0,5,6,5,15,4,0,0,0,6,15,16,12,1,0,9
0,0,3,10,16,12,0,0,0,0,13,12,0,2,0,0,0,4,16,2,0,0,0,0,0,0,16,14,16,14,2,0,0,6,16,12,5,16,5,0,0,1,12,1,0,14,7,0,0,0,0,3,13,13,1,0,0,0,1,13,10,1,0,0,5
